,Algorithm,Parameter,Attempt,Iterations,Time (s),Max Tile
86,MCTS,384,87,487,317.2085,512.0
87,MCTS,384,88,483,315.4285,512.0
88,MCTS,384,89,934,556.6247,1024.0
89,MCTS,384,90,950,548.5498,1024.0
90,MCTS,384,91,902,535.9174,1024.0
91,MCTS,384,92,975,552.6018,1024.0
92,MCTS,384,93,940,549.8657,1024.0
93,MCTS,384,94,502,333.5156,512.0
94,MCTS,384,95,404,283.5586,512.0
95,MCTS,384,96,939,557.7837,1024.0
96,MCTS,384,97,732,460.4747,1024.0
97,MCTS,384,98,944,539.1868,1024.0
98,MCTS,384,99,959,557.994,1024.0
99,MCTS,384,100,971,539.218,1024.0
100,MCTS,384,101,966,547.5648,1024.0
101,MCTS,384,102,1431,809.8544,2048.0
102,MCTS,384,103,496,327.0364,512.0
103,MCTS,384,104,908,515.5667,1024.0
104,MCTS,384,105,322,234.3799,512.0
105,MCTS,384,106,973,562.031,1024.0
106,MCTS,384,107,962,538.8988,1024.0
107,MCTS,384,108,840,507.5117,1024.0
108,MCTS,384,109,961,564.8215,1024.0
109,MCTS,384,110,493,324.5499,512.0
110,MCTS,384,111,486,318.9087,512.0
111,MCTS,384,112,953,550.5438,1024.0
112,MCTS,384,113,985,558.8107,1024.0
113,MCTS,384,114,878,521.443,1024.0
114,MCTS,384,115,485,329.1711,512.0
115,MCTS,384,116,946,546.9996,1024.0
116,MCTS,384,117,895,541.4441,1024.0
117,MCTS,384,118,502,322.2687,512.0
118,MCTS,384,119,261,197.6725,256.0
119,MCTS,384,120,934,530.5074,1024.0
120,MCTS,384,121,1386,794.9459,2048.0
121,MCTS,384,122,829,511.3276,1024.0
122,MCTS,384,123,504,334.8942,512.0
123,MCTS,384,124,488,323.1273,512.0
124,MCTS,384,125,402,278.7146,512.0
125,MCTS,384,126,964,555.3332,1024.0
126,MCTS,384,127,961,561.598,1024.0
127,MCTS,384,128,902,529.7839,1024.0
128,MCTS,384,129,1432,813.2302,2048.0
129,MCTS,384,130,477,322.3609,512.0
130,MCTS,384,131,971,572.4259,1024.0
131,MCTS,384,132,297,203.3959,256.0
132,MCTS,384,133,895,529.543,1024.0
133,MCTS,384,134,905,535.2677,1024.0
134,MCTS,384,135,963,561.1111,1024.0
135,MCTS,384,136,877,526.1701,1024.0
136,MCTS,384,137,1363,770.739,2048.0
137,MCTS,384,138,350,250.8035,512.0
138,MCTS,384,139,496,328.4165,512.0
139,MCTS,384,140,364,266.3514,512.0
140,MCTS,384,141,465,315.8226,512.0
141,MCTS,384,142,955,552.1357,1024.0
142,MCTS,384,143,493,324.848,512.0
143,MCTS,384,144,506,315.6231,512.0
144,MCTS,384,145,486,320.234,512.0
145,MCTS,384,146,945,562.2078,1024.0
146,MCTS,384,147,814,505.851,1024.0
147,MCTS,384,148,661,428.6067,1024.0
148,MCTS,384,149,819,493.0287,1024.0
149,MCTS,384,150,947,551.7918,1024.0
150,MCTS,384,151,818,504.0019,1024.0
151,MCTS,384,152,1384,766.6609,2048.0
152,MCTS,384,153,922,550.612,1024.0
153,MCTS,384,154,981,565.2243,1024.0
154,MCTS,384,155,255,191.5225,256.0
155,MCTS,384,156,1357,782.1402,2048.0
156,MCTS,384,157,270,194.74,256.0
157,MCTS,384,158,940,550.1579,1024.0
158,MCTS,384,159,838,500.5129,1024.0
159,MCTS,384,160,491,326.2016,512.0
160,MCTS,384,161,890,539.121,1024.0
161,MCTS,384,162,730,447.4071,1024.0
162,MCTS,384,163,252,189.4926,256.0
163,MCTS,384,164,461,308.6474,512.0
164,MCTS,384,165,902,518.8866,1024.0
165,MCTS,384,166,770,462.909,1024.0
166,MCTS,384,167,949,552.9938,1024.0
167,MCTS,384,168,757,469.9555,1024.0
168,MCTS,384,169,488,306.9671,512.0
169,MCTS,384,170,886,544.0538,1024.0
170,MCTS,384,171,955,555.1391,1024.0
171,MCTS,384,172,915,525.1349,1024.0
172,MCTS,384,173,1408,793.2676,2048.0
173,MCTS,384,174,261,195.9698,256.0
174,MCTS,384,175,969,549.3488,1024.0
175,MCTS,384,176,962,558.385,1024.0
176,MCTS,384,177,966,547.7762,1024.0
177,MCTS,384,178,844,516.791,1024.0
178,MCTS,384,179,808,502.379,1024.0
179,MCTS,384,180,916,541.7594,1024.0
180,MCTS,384,181,947,553.3357,1024.0
181,MCTS,384,182,722,444.2867,1024.0
182,MCTS,384,183,834,513.4051,1024.0
183,MCTS,384,184,508,321.595,512.0
184,MCTS,384,185,640,416.8979,1024.0
185,MCTS,384,186,866,511.313,1024.0
186,MCTS,384,187,886,531.3336,1024.0
187,MCTS,384,188,1361,781.0357,2048.0
188,MCTS,384,189,940,554.9925,1024.0
189,MCTS,384,190,368,265.6679,512.0
190,MCTS,384,191,897,543.7909,1024.0
191,MCTS,384,192,908,540.2081,1024.0
192,MCTS,384,193,835,509.3929,1024.0
193,MCTS,384,194,495,329.1954,512.0
194,MCTS,384,195,959,562.4887,1024.0
195,MCTS,384,196,975,556.6128,1024.0
196,MCTS,384,197,489,326.8861,512.0
197,MCTS,384,198,723,449.4718,1024.0
198,MCTS,384,199,732,461.1471,1024.0
199,MCTS,384,200,850,506.406,1024.0
