,Algorithm,Parameter,Attempt,Iterations,Time (s),Max Tile
138,Expectimax,3,139,505,24.7264,512.0
139,Expectimax,3,140,371,17.5104,512.0
140,Expectimax,3,141,496,22.9577,512.0
141,Expectimax,3,142,499,22.2811,512.0
142,Expectimax,3,143,748,29.9288,1024.0
143,Expectimax,3,144,570,28.5305,1024.0
144,Expectimax,3,145,680,31.402,1024.0
145,Expectimax,3,146,521,23.1508,512.0
146,Expectimax,3,147,477,19.8408,512.0
147,Expectimax,3,148,417,23.699,512.0
148,Expectimax,3,149,482,25.3042,512.0
149,Expectimax,3,150,727,33.6254,1024.0
150,Expectimax,3,151,217,12.719,256.0
151,Expectimax,3,152,491,24.9875,512.0
152,Expectimax,3,153,417,22.6343,512.0
153,Expectimax,3,154,803,31.8871,1024.0
154,Expectimax,3,155,286,15.3753,256.0
155,Expectimax,3,156,287,16.6813,256.0
156,Expectimax,3,157,467,19.3123,512.0
157,Expectimax,3,158,490,21.6407,512.0
158,Expectimax,3,159,423,21.6101,512.0
159,Expectimax,3,160,259,16.5503,256.0
160,Expectimax,3,161,423,20.7259,512.0
161,Expectimax,3,162,213,13.4927,256.0
162,Expectimax,3,163,604,30.0627,1024.0
163,Expectimax,3,164,349,21.2615,512.0
164,Expectimax,3,165,219,15.19,256.0
165,Expectimax,3,166,491,20.9653,512.0
166,Expectimax,3,167,714,35.775,1024.0
167,Expectimax,3,168,269,15.6321,256.0
168,Expectimax,3,169,446,22.8967,512.0
169,Expectimax,3,170,382,20.2315,512.0
170,Expectimax,3,171,284,15.6469,256.0
171,Expectimax,3,172,530,23.024,512.0
172,Expectimax,3,173,248,15.8513,256.0
173,Expectimax,3,174,487,24.1457,512.0
174,Expectimax,3,175,499,21.6643,512.0
175,Expectimax,3,176,370,23.3604,512.0
176,Expectimax,3,177,382,22.6364,512.0
177,Expectimax,3,178,372,20.8938,512.0
178,Expectimax,3,179,720,30.4292,1024.0
179,Expectimax,3,180,278,16.6029,256.0
180,Expectimax,3,181,395,19.9465,512.0
181,Expectimax,3,182,430,22.6498,512.0
182,Expectimax,3,183,487,24.6596,512.0
183,Expectimax,3,184,505,23.8973,512.0
184,Expectimax,3,185,461,22.395,512.0
185,Expectimax,3,186,249,17.2476,256.0
186,Expectimax,3,187,503,24.0518,512.0
187,Expectimax,3,188,912,36.468,1024.0
188,Expectimax,3,189,443,23.966,512.0
189,Expectimax,3,190,474,23.295,512.0
190,Expectimax,3,191,488,22.3557,512.0
191,Expectimax,3,192,265,15.0537,256.0
192,Expectimax,3,193,501,22.28,512.0
193,Expectimax,3,194,487,21.1325,512.0
194,Expectimax,3,195,504,23.9489,512.0
195,Expectimax,3,196,390,19.6684,512.0
196,Expectimax,3,197,396,21.4135,512.0
197,Expectimax,3,198,260,16.5253,256.0
198,Expectimax,3,199,387,21.7175,512.0
199,Expectimax,3,200,443,23.8098,512.0
