,Algorithm,Parameter,Attempt,Iterations,Time (s),Max Tile
163,Expectimax,3,164,482,5.3907,512.0
164,Expectimax,3,165,474,5.4839,512.0
165,Expectimax,3,166,498,5.7643,512.0
166,Expectimax,3,167,449,5.1862,512.0
167,Expectimax,3,168,521,5.5998,512.0
168,Expectimax,3,169,495,5.5182,512.0
169,Expectimax,3,170,656,7.1476,1024.0
170,Expectimax,3,171,462,5.3886,512.0
171,Expectimax,3,172,731,8.1123,1024.0
172,Expectimax,3,173,489,5.9108,512.0
173,Expectimax,3,174,748,7.8962,1024.0
174,Expectimax,3,175,741,7.8771,1024.0
175,Expectimax,3,176,538,6.0743,512.0
176,Expectimax,3,177,266,3.1296,256.0
177,Expectimax,3,178,682,7.4983,1024.0
178,Expectimax,3,179,487,5.8224,512.0
179,Expectimax,3,180,731,7.5863,1024.0
180,Expectimax,3,181,951,9.9662,1024.0
181,Expectimax,3,182,397,4.8935,512.0
182,Expectimax,3,183,501,5.7024,512.0
183,Expectimax,3,184,478,5.5475,512.0
184,Expectimax,3,185,692,7.3298,1024.0
185,Expectimax,3,186,509,5.6994,512.0
186,Expectimax,3,187,151,2.172,128.0
187,Expectimax,3,188,811,7.8446,1024.0
188,Expectimax,3,189,637,7.2725,1024.0
189,Expectimax,3,190,797,8.8921,1024.0
190,Expectimax,3,191,511,5.6484,512.0
191,Expectimax,3,192,729,7.065,1024.0
192,Expectimax,3,193,480,5.1154,512.0
193,Expectimax,3,194,267,3.6648,256.0
194,Expectimax,3,195,814,8.9254,1024.0
195,Expectimax,3,196,977,9.3505,1024.0
196,Expectimax,3,197,370,4.6783,512.0
197,Expectimax,3,198,485,5.1635,512.0
198,Expectimax,3,199,203,2.6769,256.0
199,Expectimax,3,200,393,4.8906,512.0
