,Algorithm,Parameter,Attempt,Iterations,Time (s),Max Tile
129,MCTS,48,130,871,57.1607,1024.0
130,MCTS,48,131,247,20.685,256.0
131,MCTS,48,132,926,62.3951,1024.0
132,MCTS,48,133,492,37.0712,512.0
133,MCTS,48,134,524,37.1286,512.0
134,MCTS,48,135,897,60.2247,1024.0
135,MCTS,48,136,609,45.0723,1024.0
136,MCTS,48,137,471,34.1544,512.0
137,MCTS,48,138,493,35.5835,512.0
138,MCTS,48,139,500,36.0363,512.0
139,MCTS,48,140,668,49.0331,1024.0
140,MCTS,48,141,849,55.93,1024.0
141,MCTS,48,142,948,63.4934,1024.0
142,MCTS,48,143,495,38.1023,512.0
143,MCTS,48,144,502,36.854,512.0
144,MCTS,48,145,968,63.5484,1024.0
145,MCTS,48,146,534,37.9623,512.0
146,MCTS,48,147,691,49.506,1024.0
147,MCTS,48,148,704,50.1613,1024.0
148,MCTS,48,149,241,21.3078,256.0
149,MCTS,48,150,713,49.8454,1024.0
150,MCTS,48,151,143,14.146,128.0
151,MCTS,48,152,492,35.9009,512.0
152,MCTS,48,153,744,52.5388,1024.0
153,MCTS,48,154,884,59.0265,1024.0
154,MCTS,48,155,832,57.8672,1024.0
155,MCTS,48,156,241,20.9614,256.0
156,MCTS,48,157,891,59.4888,1024.0
157,MCTS,48,158,143,14.225,128.0
158,MCTS,48,159,861,56.978,1024.0
159,MCTS,48,160,110,12.143,128.0
160,MCTS,48,161,506,36.173,512.0
161,MCTS,48,162,251,21.3774,256.0
162,MCTS,48,163,252,21.457,256.0
163,MCTS,48,164,492,38.2109,512.0
164,MCTS,48,165,412,32.4236,512.0
165,MCTS,48,166,465,36.4445,512.0
166,MCTS,48,167,930,59.6133,1024.0
167,MCTS,48,168,678,49.2469,1024.0
168,MCTS,48,169,510,38.2841,512.0
169,MCTS,48,170,265,21.8671,256.0
170,MCTS,48,171,150,14.3232,128.0
171,MCTS,48,172,862,58.7369,1024.0
172,MCTS,48,173,855,59.3095,1024.0
173,MCTS,48,174,882,60.5304,1024.0
174,MCTS,48,175,832,58.5733,1024.0
175,MCTS,48,176,729,51.6031,1024.0
176,MCTS,48,177,821,55.2944,1024.0
177,MCTS,48,178,1020,63.3232,1024.0
178,MCTS,48,179,1173,79.0618,2048.0
179,MCTS,48,180,502,38.5557,512.0
180,MCTS,48,181,1422,87.5051,2048.0
181,MCTS,48,182,723,51.5864,1024.0
182,MCTS,48,183,970,63.8756,1024.0
183,MCTS,48,184,514,37.5759,512.0
184,MCTS,48,185,965,61.7039,1024.0
185,MCTS,48,186,507,37.0427,512.0
186,MCTS,48,187,685,49.9594,1024.0
187,MCTS,48,188,435,34.5992,512.0
188,MCTS,48,189,230,20.3856,256.0
189,MCTS,48,190,256,21.7802,256.0
190,MCTS,48,191,749,51.8163,1024.0
191,MCTS,48,192,699,50.9818,1024.0
192,MCTS,48,193,592,41.7576,1024.0
193,MCTS,48,194,502,36.0105,512.0
194,MCTS,48,195,863,58.6113,1024.0
195,MCTS,48,196,732,51.956,1024.0
196,MCTS,48,197,691,48.1725,1024.0
197,MCTS,48,198,778,52.9897,1024.0
198,MCTS,48,199,151,14.5549,128.0
199,MCTS,48,200,852,56.738,1024.0
