,Algorithm,Parameter,Attempt,Iterations,Time (s),Max Tile
185,Expectimax,5,186,452,287.7545,512.0
186,Expectimax,5,187,500,274.4823,512.0
187,Expectimax,5,188,846,397.9401,1024.0
188,Expectimax,5,189,470,261.7715,512.0
189,Expectimax,5,190,922,403.1012,1024.0
190,Expectimax,5,191,944,435.3045,1024.0
191,Expectimax,5,192,489,273.7595,512.0
192,Expectimax,5,193,477,277.7409,512.0
193,Expectimax,5,194,821,323.3026,1024.0
194,Expectimax,5,195,736,372.86,1024.0
195,Expectimax,5,196,496,269.2794,512.0
196,Expectimax,5,197,493,261.5947,512.0
197,Expectimax,5,198,729,314.6383,1024.0
198,Expectimax,5,199,439,236.2541,512.0
199,Expectimax,5,200,797,374.8684,1024.0
